kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_sma,koi_incl,koi_ror,koi_steff,koi_slogg,koi_srad,koi_smass,koi_smet,koi_kepmag,koi_srho
K01540.01,FALSE POSITIVE,1.207852845,3.5802,49720.0,1.113,205.9,38.59,1539.0,1331.31,0.0205,65.37,0.443443,5601.0,4.533,0.797,0.791,-0.44,15.559,0.24723
K01541.01,FALSE POSITIVE,2.379282197,3.1729,48434.0,0.003,538.0,25.74,1571.0,1442.19,0.0374,89.97,0.20283,6392.0,4.399,1.162,1.232,0.07,15.189,1.11008
K01541.02,FALSE POSITIVE,66.34455122,3.64,,,,,,,,,,,,,,,15.189,
K01542.01,FALSE POSITIVE,2.586878667,6.1614,25480.0,0.651,261.3,19.84,1666.0,1823.52,0.0381,78.18,0.154998,6812.0,4.343,1.172,1.103,-0.54,12.897,0.09071
K01543.01,FALSE POSITIVE,3.964333304,4.7136,25886.2,0.094,408.5,37.09,1680.0,1881.78,0.053,89.27,0.14653,5758.0,3.808,2.318,1.258,-0.06,14.985,0.48229
K01544.01,FALSE POSITIVE,1.525924389,3.15998,24627.2,1.217,423.9,49.86,1722.0,2072.8,0.0268,66.6,0.430772,6203.0,4.427,1.06,1.091,-0.06,15.063,0.23367
K01545.01,FALSE POSITIVE,5.910371418,3.88962,17219.2,0.065,990.3,12.62,1053.0,290.83,0.0646,89.71,0.120663,6200.0,4.488,0.958,1.029,-0.28,15.169,1.19072
K01545.02,FALSE POSITIVE,5.91039905,3.85,,,,,,,,,,,,,,,15.169,
K01548.01,FALSE POSITIVE,2.139325409,2.8056,6897.8,1.019,164.4,11.61,1007.0,243.34,0.029,72.53,0.159601,4765.0,4.642,0.666,0.717,-0.24,14.708,0.16177
K01550.01,FALSE POSITIVE,2.233799622,3.04,2658.5,1.249,228.9,28.63,1287.0,650.73,0.0327,60.7,0.309919,5741.0,4.555,0.846,0.938,-0.16,15.195,0.06306
K01551.01,FALSE POSITIVE,31.13862664,5.2482,11427.0,0.889,163.7,12.88,582.0,27.22,0.2009,88.34,0.117961,5919.0,4.485,1.0,1.114,0.21,15.821,0.56546
K01554.01,FALSE POSITIVE,1.332564478,6.0325,1071.5,1.248,119.6,27.04,1618.0,1627.5,0.0234,23.01,0.282065,5995.0,4.536,0.878,0.964,-0.3,15.866,0.02652
K01555.01,FALSE POSITIVE,41.0772969,5.525,1216.8,0.03,28.8,3.25,523.0,17.74,0.2138,89.97,0.03173,5665.0,4.381,0.938,0.773,-0.44,14.907,2.25399
K01556.01,FALSE POSITIVE,135.9121619,5.628,10188.0,1.256,99.5,40.18,370.0,4.41,0.5151,89.33,0.383715,6141.0,4.468,0.959,0.982,-0.3,15.535,1.25563
K01558.01,FALSE POSITIVE,32.50456309,2.4657,7589.6,0.927,148.1,10.68,591.0,28.8,0.1985,89.12,0.103288,6132.0,4.479,0.947,0.98,-0.3,15.134,3.92993
K01559.01,FALSE POSITIVE,1.332560589,4.2427,566.6,0.009,108.8,1.4,1086.0,330.32,0.0202,89.8,0.021006,4489.0,4.662,0.609,0.621,-0.4,15.036,0.17091
K01561.01,FALSE POSITIVE,9.08590495,2.0718,2121.3,0.978,50.5,6.28,861.0,130.1,0.0799,86.08,0.066386,5931.0,4.479,0.866,0.825,-0.6,15.549,0.6715
K01562.01,FALSE POSITIVE,0.784512952,2.4623,586.0,1.234,44.4,25.48,1952.0,3432.93,0.0166,26.69,0.258133,5997.0,4.522,0.904,0.991,-0.22,15.59,0.08089
K01565.01,FALSE POSITIVE,0.466743525,1.3956,796.1,1.186,103.6,20.43,2197.0,5480.92,0.0116,31.79,0.218533,5791.0,4.549,0.856,0.946,-0.18,15.33,0.23581
K01566.01,FALSE POSITIVE,1.727177258,2.081,347.4,0.676,17.1,1.42,1250.0,576.55,0.0261,82.05,0.018093,5394.0,4.622,0.72,0.805,-0.4,15.935,0.742
K01568.01,FALSE POSITIVE,1.008917105,1.4577,338.5,0.545,34.2,1.51,1636.0,1698.88,0.0188,83.2,0.017433,5708.0,4.578,0.795,0.883,-0.34,15.36,1.81285
K01571.01,FALSE POSITIVE,2.92878704,4.634,549.4,1.212,47.7,22.76,1239.0,556.77,0.0397,44.23,0.236028,5955.0,4.534,0.883,0.972,-0.24,15.148,0.01067
K01575.01,FALSE POSITIVE,24.3282251,6.158,1120.6,4.426,26.4,294.02,520.0,17.33,0.1566,72.91,3.451933,5286.0,4.59,0.78,0.872,-0.06,15.952,0.10913
K01578.01,FALSE POSITIVE,2.27190723,5.383,149.0,0.719,36.8,1.12,1318.0,714.27,0.0321,72.88,0.011986,5788.0,4.506,0.856,0.856,-0.38,14.459,0.05337
K01579.01,FALSE POSITIVE,7.132351753,2.9674,744.1,1.206,91.2,49.34,1579.0,1466.12,0.0855,75.8,0.234114,7530.0,4.08,1.93,1.633,-0.06,13.337,0.04422
K01580.01,FALSE POSITIVE,21.3781146,19.359,556.1,0.906,35.4,3.18,727.0,65.94,0.1611,77.42,0.025739,6218.0,4.417,1.131,1.219,0.21,15.686,0.00298
K01592.01,FALSE POSITIVE,26.0692512,7.487,831.5,1.206,59.7,23.61,591.0,28.85,0.1581,80.76,0.237548,5585.0,4.409,0.91,0.773,-0.38,14.106,0.01178
K01594.01,FALSE POSITIVE,1.818939148,1.644,331.2,0.56,39.3,1.82,1549.0,1364.15,0.0295,85.55,0.017318,6153.0,4.487,0.962,1.036,-0.22,15.134,2.14883
K01600.01,FALSE POSITIVE,12.36564669,3.644,388.4,1.22,22.8,24.89,804.0,98.51,0.1059,77.81,0.23938,6075.0,4.495,0.952,1.033,-0.16,14.59,0.02384
K01604.01,FALSE POSITIVE,72.4914068,3.612,1063.5,0.989,39.2,15.33,700.0,56.76,0.3626,88.96,0.050904,5754.0,3.639,2.758,1.209,-0.56,13.05,0.57692
K01605.01,FALSE POSITIVE,4.93913074,1.362,382.9,1.167,22.0,24.03,1182.0,461.47,0.0578,79.41,0.188082,5956.0,4.324,1.17,1.053,0.06,14.832,0.19823
K01607.01,FALSE POSITIVE,5.00673576,1.9398,191.2,0.599,26.6,2.0,1324.0,726.94,0.0574,87.87,0.013235,6116.0,4.158,1.383,1.005,-0.26,13.518,3.16504
K01610.01,FALSE POSITIVE,0.883778461,1.6339,120.1,0.605,31.7,1.09,1934.0,3316.4,0.0176,79.85,0.010498,5975.0,4.453,0.949,0.935,-0.3,14.063,0.97896
K01611.01,FALSE POSITIVE,41.077590334,6.20583,134484.0,0.502,5518.2,23.2,346.0,3.37,0.2001,89.54,0.342658,4451.0,4.654,0.62,0.633,-0.3,11.762,2.80013
K01614.01,FALSE POSITIVE,20.7191626,3.912,184.4,0.016,8.9,1.85,790.0,92.2,0.145,89.98,0.012379,5837.0,4.143,1.366,0.946,-0.18,11.413,3.02796
K01617.01,FALSE POSITIVE,135.90795753,1.83,,,,,,,,,,,,,,,11.579,
K01620.01,FALSE POSITIVE,0.959853772,1.9163,55.8,0.646,27.1,1.3,2468.0,8768.54,0.0194,77.8,0.007215,6061.0,4.025,1.653,1.056,-0.22,11.787,0.58772
K01623.01,FALSE POSITIVE,110.9215892,5.282,498.0,0.905,48.2,3.71,443.0,9.12,0.4494,89.33,0.024551,5725.0,4.148,1.384,0.981,0.02,12.037,0.70063
K01624.01,FALSE POSITIVE,2.99540439,6.172,223.2,1.179,45.6,65.37,2195.0,5493.46,0.0465,30.33,0.19374,6106.0,3.633,3.09,1.495,-0.12,13.173,0.00538
K01625.01,FALSE POSITIVE,1.221204888,1.8511,111.6,0.6,27.3,1.1,1772.0,2334.4,0.0213,81.71,0.010101,5874.0,4.378,0.997,0.867,-0.36,14.135,0.91608
K01634.01,FALSE POSITIVE,46.882525,1.93,343.5,0.7285,4.9,1.91,513.0,16.4,0.2578,89.95,0.018298,6045.0,4.494,0.955,1.038,-0.12,15.256,19.91233
K01635.01,FALSE POSITIVE,3.374684854,4.48335,80917.0,1.04,658.3,49.25,1163.0,432.73,0.0449,80.28,0.478261,5754.0,4.514,0.943,1.061,0.21,15.746,0.38849
K01636.01,FALSE POSITIVE,2.61841046,3.304,180.2,0.369,24.8,1.12,1245.0,567.24,0.036,86.32,0.012462,5912.0,4.566,0.82,0.908,-0.42,14.598,0.5233
K01636.02,FALSE POSITIVE,14.5862195,2.733,202.2,0.0133,9.3,1.17,702.0,57.32,0.1128,89.95,0.013035,5904.0,4.565,0.819,0.899,-0.42,14.598,6.26831
K01638.01,FALSE POSITIVE,4.593594819,2.6391,1455.2,1.022,83.5,8.85,1125.0,378.37,0.055,77.95,0.083644,6075.0,4.486,0.969,1.048,-0.12,14.455,0.10521
K01639.01,FALSE POSITIVE,125.0426,8.99,104.3,0.5215,6.4,1.2,416.0,7.06,0.5046,89.95,0.009638,6273.0,4.364,1.139,1.092,-0.06,13.538,0.93786
K01640.01,FALSE POSITIVE,6.17039154,2.116,502.9,0.1755,19.0,2.17,1029.0,264.63,0.0667,89.38,0.020648,6137.0,4.487,0.963,1.038,-0.2,15.406,5.5888
K01642.01,FALSE POSITIVE,0.364860478,1.4736,112.6,0.267,23.5,0.68,1993.0,3703.08,0.0086,82.14,0.009721,5220.0,4.622,0.642,0.63,-0.92,14.823,1.05226
K01644.01,FALSE POSITIVE,2.621706694,1.941,4572.0,1.279,24.3,34.68,1288.0,648.75,0.0342,75.07,0.360488,5749.0,4.436,0.881,0.772,-0.56,15.399,0.33657
K01645.01,FALSE POSITIVE,41.16676097,2.2133,5386.3,1.093,185.2,17.82,446.0,9.35,0.2124,89.12,0.202708,5193.0,4.503,0.805,0.753,-0.18,13.418,4.03992
K01652.01,FALSE POSITIVE,1.083736642,1.57912,8930.8,1.265,954.2,237.84,3641.0,41465.78,0.0258,67.24,0.387688,5591.0,3.227,5.618,1.942,-0.4,12.923,0.56259
K01653.01,FALSE POSITIVE,2.45570369,3.1,273.8,1.205,23.5,55.95,1891.0,3017.14,0.0334,45.38,0.221422,5148.0,3.624,2.314,0.822,-0.58,13.39,0.01583
K01654.01,FALSE POSITIVE,1.097211085,1.6738,38946.0,1.145,83.5,16.07,740.0,71.01,0.0145,75.45,0.440466,3497.0,4.92,0.334,0.339,-0.2,15.155,1.48511
K01657.01,FALSE POSITIVE,3.88673217,20.491,761.7,1.223,119.0,21.04,1050.0,287.4,0.0455,18.85,0.251168,5798.0,4.589,0.767,0.833,-0.56,14.197,0.0027
K01661.01,FALSE POSITIVE,0.94773253,1.7645,11306.0,1.186,103.9,45.58,2321.0,6862.81,0.0182,64.51,0.328908,6302.0,4.183,1.269,0.895,-0.7,11.51,0.44059
K01662.01,FALSE POSITIVE,0.784031658,0.7773,352.2,0.102,28.2,1.55,1705.0,1995.65,0.0163,89.25,0.017196,5435.0,4.578,0.824,0.937,0.07,15.479,14.72319
K01663.01,FALSE POSITIVE,11.76921923,3.219,519.3,0.964,27.4,3.12,868.0,134.04,0.105,84.44,0.027192,6215.0,4.44,1.052,1.111,-0.06,14.986,0.13425
K01664.01,FALSE POSITIVE,44.638983058,3.04001,36830.1,1.173,488.5,50.33,551.0,21.86,0.2543,89.29,0.445271,6197.0,4.449,1.035,1.096,-0.08,15.51,8.06543
K01667.01,FALSE POSITIVE,1.179969562,1.9745,1109.3,1.244,277.9,120.02,2960.0,18136.88,0.0262,48.76,0.281884,5500.0,3.491,3.899,1.719,-0.02,12.989,0.09137
K01668.01,FALSE POSITIVE,10.10176739,2.1267,601.7,1.251,28.8,26.09,829.0,111.86,0.09,82.1,0.275518,6058.0,4.54,0.867,0.95,-0.4,14.694,0.13982
K01673.01,FALSE POSITIVE,2.49047468,2.2003,222.2,0.522,20.7,1.53,1413.0,940.43,0.0358,86.03,0.014075,6067.0,4.433,0.997,0.981,-0.24,15.429,1.31255
K01674.01,FALSE POSITIVE,2.17257963,1.5794,335.5,1.107,27.1,13.55,1518.0,1254.52,0.0299,64.18,0.127814,6038.0,4.34,0.971,0.753,-0.94,14.845,0.06573
K01676.01,FALSE POSITIVE,3.307669761,1.672,243.1,0.602,66.7,3.87,1840.0,2710.89,0.0486,87.21,0.014895,5959.0,3.829,2.382,1.395,0.26,12.936,3.27784
K01678.01,FALSE POSITIVE,3.183961388,3.7875,39268.0,0.677,339.2,37.22,1615.0,1608.01,0.0429,83.9,0.193669,5716.0,3.963,1.76,1.039,-0.1,12.678,0.48355
K01679.01,FALSE POSITIVE,0.759766456,5.323,480.5,1.238,73.0,29.02,2128.0,4850.1,0.0168,13.26,0.258989,6174.0,4.455,1.026,1.09,-0.08,15.932,0.06735
K01680.01,FALSE POSITIVE,5.0825188,3.328,105.0,0.522,17.1,0.88,968.0,207.45,0.0564,87.04,0.009622,5706.0,4.561,0.834,0.93,-0.18,14.445,0.75634
K01682.01,FALSE POSITIVE,88.821421,9.35,393.7,1.6227,7.8,234.99,634.0,38.13,0.4209,84.8,0.639503,5081.0,3.484,3.365,1.258,-0.18,13.747,0.01196
K01684.01,FALSE POSITIVE,62.81584402,2.6901,1688.4,1.31,54.6,57.62,582.0,27.14,0.3444,88.77,0.353656,6340.0,4.23,1.492,1.379,0.48,12.849,1.09355
K01686.01,FALSE POSITIVE,56.86716792,4.23,,,,,,,,,,,,,,,15.886,
K01689.01,FALSE POSITIVE,1.507761203,3.096,2773.7,1.292,153.1,31.77,1301.0,675.11,0.0242,50.11,0.35566,5069.0,4.53,0.818,0.826,0.14,15.583,0.06803
K01690.01,FALSE POSITIVE,1.506019633,2.408,136.9,0.528,18.8,1.08,1628.0,1660.03,0.0242,82.75,0.011071,6065.0,4.454,0.896,0.833,-0.7,15.005,0.61105
K01691.01,FALSE POSITIVE,35.14578122,2.253,6789.4,1.276,86.8,32.5,480.0,12.6,0.1951,88.84,0.380065,5437.0,4.554,0.783,0.801,-0.3,15.838,3.79311
K01693.01,FALSE POSITIVE,3.403743926,1.5017,815.9,1.075,59.5,10.77,1101.0,346.98,0.0429,78.2,0.115663,5596.0,4.533,0.853,0.906,-0.1,14.98,0.23738
K01694.01,FALSE POSITIVE,3.690317047,1.3784,465.5,1.151,43.0,20.23,1280.0,634.09,0.0469,76.67,0.175786,6120.0,4.395,1.054,1.003,-0.18,14.336,0.1731
K01696.01,FALSE POSITIVE,1.752564549,3.503,116.6,0.741,38.0,1.38,1741.0,2174.09,0.0293,74.44,0.010683,6221.0,4.333,1.18,1.09,-0.02,13.608,0.12951
K01697.01,FALSE POSITIVE,1.752553762,3.877,414.7,0.346,32.5,1.06,933.0,178.74,0.023,84.12,0.018419,4408.0,4.713,0.529,0.528,-0.94,15.828,0.23634
K01698.01,FALSE POSITIVE,2.065351521,2.661,173.2,0.63,25.3,1.03,1196.0,485.51,0.0282,82.4,0.012596,5266.0,4.536,0.749,0.702,-0.46,14.788,0.47963
K01699.01,FALSE POSITIVE,2.253551793,3.66,119.6,0.761,42.1,1.7,1812.0,2547.01,0.036,76.45,0.010887,6526.0,4.217,1.426,1.226,-0.14,13.121,0.12742
K01701.01,FALSE POSITIVE,2.43902575,1.1598,82.5,0.483,20.5,2.61,2307.0,6700.04,0.0436,88.05,0.008574,6546.0,3.817,2.784,1.852,0.56,11.041,9.18017
K01703.01,FALSE POSITIVE,3.17463577,10.988,405.9,1.059,83.1,9.32,1296.0,667.65,0.0415,27.21,0.085673,5999.0,4.417,0.996,0.945,-0.28,14.934,0.00317
K01709.01,FALSE POSITIVE,22.4685309,3.034,242.3,1.032,21.3,20.05,1040.0,276.85,0.177,85.26,0.055617,5461.0,3.566,3.301,1.463,-0.26,13.301,0.0729
K01712.01,FALSE POSITIVE,10.16104834,3.0448,908.9,0.031,36.8,2.72,800.0,96.98,0.0881,89.93,0.027327,5636.0,4.462,0.913,0.881,-0.14,15.047,3.28983
K01714.01,FALSE POSITIVE,2.743978797,6.442,39994.0,1.138,56.5,38.11,1136.0,392.49,0.0348,68.34,0.430899,5334.0,4.492,0.81,0.743,-0.32,13.805,0.07372
K01719.01,FALSE POSITIVE,1.332561398,4.103,150.6,0.783,77.1,2.16,2276.0,6330.12,0.0252,64.44,0.012322,6468.0,4.107,1.602,1.195,-0.1,13.616,0.06363
K01728.01,FALSE POSITIVE,12.7319385,4.4157,11449.0,1.278,69.9,70.11,1145.0,405.75,0.122,84.43,0.409477,7238.0,4.221,1.568,1.491,0.0,12.087,0.26674
K01729.01,FALSE POSITIVE,5.204286663,6.2598,35221.0,0.272,153.0,16.0,934.0,180.12,0.0545,87.85,0.170338,5332.0,4.471,0.86,0.798,-0.12,15.424,0.26775
K01730.01,FALSE POSITIVE,6.352090869,3.88771,75141.7,0.223,1343.2,18.9,772.0,83.66,0.0587,89.17,0.249791,5089.0,4.58,0.693,0.666,-0.52,14.933,1.70137
K01731.02,FALSE POSITIVE,0.837898153,2.104,268.9,0.071,13.9,1.26,1478.0,1128.57,0.016,88.7,0.014435,4748.0,4.526,0.797,0.776,0.3,15.72,0.83081
K01734.01,FALSE POSITIVE,1.878156188,2.058,787.5,0.959,38.4,2.51,1141.0,400.37,0.0258,70.49,0.034268,5075.0,4.598,0.67,0.649,-0.62,15.75,0.12705
K01735.01,FALSE POSITIVE,0.64234875,1.3699,103.7,0.627,61.3,2.78,3813.0,49846.45,0.0174,77.7,0.009846,7089.0,3.842,2.584,1.693,-0.14,12.305,1.16654
K01740.01,FALSE POSITIVE,18.795269797,9.9816,28241.1,0.201,3596.6,30.77,899.0,154.05,0.1403,89.29,0.153076,5623.0,3.925,1.841,1.038,-0.12,13.941,0.2339
K01741.01,FALSE POSITIVE,5.803127153,4.9041,58570.0,0.006,639.3,19.04,886.0,145.32,0.0604,89.97,0.21931,5533.0,4.577,0.795,0.876,-0.2,15.896,0.75685
K01742.01,FALSE POSITIVE,4.70847097,6.0503,32622.1,0.418,607.2,19.58,1202.0,493.0,0.0552,86.33,0.168982,6214.0,4.391,1.061,1.006,-0.24,14.417,0.23803
K01743.01,FALSE POSITIVE,54.323118,25.863,538.0,0.9727,19.2,5.06,706.0,58.78,0.3182,79.64,0.027742,6988.0,4.155,1.67,1.459,-0.02,14.478,0.00102
K01744.01,FALSE POSITIVE,5.24372504,17.136,234.4,1.201,51.6,20.41,1017.0,253.25,0.0543,20.48,0.215542,5772.0,4.452,0.867,0.777,-0.58,14.579,0.00145
K01747.01,FALSE POSITIVE,20.55848388,1.449,677.3,1.334,20.8,36.9,624.0,35.76,0.1457,87.38,0.361005,5578.0,4.484,0.936,0.974,0.16,14.792,1.1098
K01747.02,FALSE POSITIVE,0.56683399,0.75,,,,,,,,,,,,,,,14.792,
K01748.01,FALSE POSITIVE,3.549386251,2.4342,50664.0,0.818,108.2,24.15,1142.0,402.76,0.0441,85.55,0.247971,5759.0,4.495,0.892,0.908,-0.2,15.895,1.75919
K01752.01,FALSE POSITIVE,16.6094904,3.189,272.9,0.631,12.7,1.82,766.0,81.28,0.1274,88.86,0.015874,6047.0,4.395,1.05,0.998,-0.16,14.926,2.17855
K01753.01,FALSE POSITIVE,0.979442525,1.0348,469.3,0.388,27.0,1.64,1567.0,1420.01,0.0181,86.76,0.020166,5532.0,4.607,0.745,0.833,-0.4,15.747,6.35369
K01755.01,FALSE POSITIVE,6.14631207,3.803,891.1,0.937,20.3,4.79,1260.0,594.72,0.0727,80.12,0.033508,6726.0,4.335,1.31,1.354,0.07,15.05,0.08171
K01757.01,FALSE POSITIVE,5.548250634,6.06772,42873.4,0.296,1170.5,21.49,1088.0,331.99,0.0633,87.9,0.191456,6124.0,4.455,1.028,1.097,-0.02,15.752,0.32587
K01759.01,FALSE POSITIVE,1.334104585,3.14624,61690.8,0.986,1334.6,44.9,1880.0,2954.64,0.0238,72.75,0.379633,6319.0,4.373,1.083,1.007,-0.32,15.387,0.39085
K01761.01,FALSE POSITIVE,10.12742274,1.2762,933.5,0.696,19.5,3.8,969.0,208.77,0.0983,89.13,0.029978,6392.0,4.399,1.162,1.232,0.07,15.623,18.01787
K01762.01,FALSE POSITIVE,0.870693883,1.2137,438.5,0.832,55.6,2.09,1876.0,2923.54,0.0175,75.72,0.021683,5985.0,4.519,0.883,0.94,-0.34,14.996,0.95722
K01763.01,FALSE POSITIVE,2.1990638,3.197,344.8,0.489,19.3,1.33,1087.0,330.97,0.0291,84.08,0.017186,5003.0,4.572,0.707,0.681,-0.38,15.957,0.41687
K01765.01,FALSE POSITIVE,6.814984472,3.05409,23915.3,0.793,742.2,14.18,836.0,115.58,0.0679,86.85,0.1589,5465.0,4.566,0.817,0.897,-0.06,15.981,1.2244
K01766.01,FALSE POSITIVE,4.067371428,5.8962,63446.7,1.51,1094.6,68.81,978.0,215.71,0.0443,74.86,0.840138,5385.0,4.532,0.75,0.698,-0.58,15.858,0.22067
K01767.01,FALSE POSITIVE,35.51619219,2.5,10984.0,8.467,85.4,719.49,504.0,15.2,0.2032,86.54,7.564549,5514.0,4.505,0.871,0.883,-0.06,12.481,41.31467
K01768.01,FALSE POSITIVE,55.25178622,6.094,39873.6,0.978,585.0,27.32,444.0,9.15,0.2762,89.06,0.300696,5793.0,4.561,0.832,0.921,-0.26,15.807,1.30161
K01769.01,FALSE POSITIVE,0.589049151,2.25397,61953.4,1.094,1227.6,39.51,1959.0,3495.15,0.0122,61.81,0.469243,5592.0,4.51,0.771,0.703,-0.74,13.643,0.67757
K01770.01,FALSE POSITIVE,63.9354965,13.321,1250.6,1.2,57.6,2637.6,2590.0,10631.01,0.3716,84.55,0.247961,3626.0,0.684,97.41,1.673,-0.02,10.88,0.00934
K01771.01,FALSE POSITIVE,91.05641908,6.7282,57607.6,1.112,701.1,53.1,431.0,8.13,0.4141,89.35,0.464918,6142.0,4.456,1.046,1.143,0.07,15.959,2.19072
K01774.01,FALSE POSITIVE,2.368173896,2.346,10143.0,0.763,52.9,10.92,1428.0,983.51,0.0334,82.92,0.100933,5944.0,4.393,0.991,0.886,-0.38,15.533,0.79856
K01775.01,FALSE POSITIVE,4.442520831,2.4779,531.5,0.966,100.3,3.98,1392.0,889.36,0.0563,78.6,0.027421,6496.0,4.272,1.33,1.209,-0.08,11.668,0.11187
K01776.01,FALSE POSITIVE,5.77676732,6.822,5794.8,1.273,74.1,26.2,670.0,47.55,0.0542,69.06,0.372037,4401.0,4.621,0.645,0.634,-0.18,15.466,0.0256
K01777.01,FALSE POSITIVE,2.685223546,4.0632,5494.6,1.28,238.7,28.98,1111.0,360.92,0.0349,62.63,0.369077,5552.0,4.62,0.719,0.786,-0.54,15.828,0.05657
K01778.01,FALSE POSITIVE,1.519529227,5.1675,8372.5,0.866,155.1,11.12,1653.0,1766.31,0.0271,61.04,0.097397,6033.0,4.46,1.046,1.153,0.21,15.551,0.04689
K01780.01,FALSE POSITIVE,6.487525901,2.4536,20209.0,1.199,74.3,21.23,593.0,29.11,0.054,85.32,0.400824,4481.0,4.763,0.485,0.498,-1.48,15.693,1.42307
K01782.01,FALSE POSITIVE,15.420409367,2.3707,14759.2,0.955,268.5,16.62,661.0,45.03,0.1173,88.38,0.172989,5468.0,4.505,0.88,0.903,0.04,15.596,3.08651
K01785.01,FALSE POSITIVE,1.219034472,2.151,6923.8,0.075,99.2,9.82,1845.0,2734.97,0.0232,89.09,0.075454,5833.0,4.333,1.192,1.115,0.34,14.914,1.31071
K01786.01,FALSE POSITIVE,24.68662378,15.168,8052.3,0.643,210.9,48.04,1149.0,412.55,0.1633,86.62,0.085729,4648.0,2.996,5.132,0.95,0.14,14.633,0.04024
K01789.01,FALSE POSITIVE,1.412526202,5.49,150.3,1.166,70.6,36.77,3001.0,19160.84,0.0296,15.47,0.176301,8468.0,4.114,1.91,1.728,-0.3,11.521,0.01678
K01791.01,FALSE POSITIVE,22.91339043,3.94,5407.0,1.281,86.9,24.11,510.0,15.94,0.1336,86.56,0.36804,5451.0,4.663,0.6,0.604,-1.98,15.469,0.35112
K01792.02,FALSE POSITIVE,1.546222068,7.998,49.4,0.503,56.6,0.77,1578.0,1465.41,0.0264,70.15,0.00654,5611.0,4.388,1.073,1.026,0.36,12.16,0.02565
K01794.01,FALSE POSITIVE,3.364425589,1.3261,4843.0,1.597,32.0,56.83,1106.0,352.97,0.0417,80.55,0.671549,5813.0,4.589,0.775,0.855,-0.52,15.337,1.53737
K01795.01,FALSE POSITIVE,2.972047661,1.198,5945.0,1.207,20.0,24.74,881.0,142.01,0.036,83.16,0.318687,4491.0,4.58,0.711,0.702,0.12,15.772,2.23373
K01796.01,FALSE POSITIVE,11.805707539,2.0494,2052.1,1.015,124.9,18.48,1153.0,417.85,0.1018,86.67,0.089511,6065.0,3.888,1.891,1.006,-0.56,12.829,0.72441
K01798.01,FALSE POSITIVE,12.964717746,1.8303,3732.9,1.282,183.3,39.93,834.0,114.24,0.1115,86.89,0.353935,6210.0,4.45,1.033,1.093,-0.1,14.384,1.48087
K01799.01,FALSE POSITIVE,1.731079436,1.8419,11974.0,1.404,36.2,56.05,1541.0,1332.5,0.0286,72.75,0.537502,6045.0,4.494,0.955,1.038,-0.12,15.505,0.66955
K01803.02,FALSE POSITIVE,12.720298433,2.4599,283.6,0.805,12.7,1.37,589.0,28.37,0.0982,88.12,0.017319,4914.0,4.61,0.724,0.783,-0.04,13.26,1.73854
K01803.03,FALSE POSITIVE,6.238315363,2.501,82.9,0.707,5.3,0.7,746.0,73.27,0.0611,87.05,0.008903,4914.0,4.61,0.724,0.783,-0.04,13.26,1.26305
K01806.01,FALSE POSITIVE,2.404556949,7.4918,408.7,0.97,147.1,4.69,1958.0,3474.41,0.0372,40.49,0.024182,6426.0,4.013,1.775,1.182,-0.24,13.474,0.00679
K01807.01,FALSE POSITIVE,132.1331011,26.715,7956.2,0.606,284.3,75.08,809.0,101.41,0.6194,88.98,0.084662,5067.0,2.877,8.121,1.812,-0.36,9.715,0.04263
K01810.01,FALSE POSITIVE,87.455958,18.257,1604.9,1.262,118.9,70.11,728.0,66.26,0.46,83.98,0.304131,7700.0,4.018,2.111,1.692,-0.14,13.36,0.00431
K01811.01,FALSE POSITIVE,2.46353343,2.954,830.0,1.222,6.8,21.49,1171.0,445.83,0.0338,55.7,0.253317,5541.0,4.587,0.777,0.852,-0.28,14.914,0.03175
K01812.01,FALSE POSITIVE,0.805259257,1.42246,1384.3,1.245,329.7,63.55,2723.0,12990.09,0.0183,49.2,0.287836,5872.0,3.926,2.022,1.256,0.2,13.742,0.20168
K01817.01,FALSE POSITIVE,63.934965,12.71,1119.5,1.217,45.6,44.59,525.0,18.0,0.3052,84.2,0.256016,5209.0,3.999,1.595,0.927,0.1,14.339,0.00806
K01823.01,FALSE POSITIVE,4.468456599,1.4195,906.7,1.207,39.1,24.81,1081.0,321.94,0.0541,80.21,0.241233,5869.0,4.513,0.942,1.054,0.07,13.954,0.33821
K01823.02,FALSE POSITIVE,1.096587245,3.0287,541.2,2.623,67.1,168.68,1726.0,2096.5,0.0212,17.79,1.639758,5869.0,4.513,0.942,1.054,0.07,13.954,0.32884
K01827.01,FALSE POSITIVE,8.58966893,6.962,429.6,0.012,47.5,155.18,4900.0,136317.25,0.0958,89.93,0.017695,3837.0,0.829,80.307,1.585,-0.32,13.866,0.22753
K01829.01,FALSE POSITIVE,22.84156293,2.5997,2940.7,1.267,47.6,30.0,557.0,22.78,0.1499,87.38,0.332581,5381.0,4.538,0.826,0.858,-0.06,15.911,0.7722
K01829.02,FALSE POSITIVE,10.3482112,2.089,255.1,0.093,8.4,1.29,724.0,64.97,0.0884,89.95,0.014391,5383.0,4.543,0.822,0.861,-0.06,15.911,9.8668
K01834.01,FALSE POSITIVE,3.79188234,2.15,417.0,0.615,6.6,1.95,1201.0,492.81,0.0467,86.79,0.019604,6171.0,4.495,0.91,0.944,-0.48,14.394,1.74325
