kepoi_name,koi_disposition,koi_period,koi_duration,koi_depth,koi_impact,koi_model_snr,koi_prad,koi_teq,koi_insol,koi_sma,koi_incl,koi_ror,koi_steff,koi_slogg,koi_srad,koi_smass,koi_smet,koi_kepmag,koi_srho
K02755.01,CONFIRMED,8.48299282,2.505,69.1,0.564,21.3,0.8,879.0,141.04,0.0798,88.5,0.007876,5827.0,4.471,0.933,0.94,-0.16,12.147,2.6544
K02756.01,CONFIRMED,0.665025941,1.7542,104.7,0.448,26.5,1.11,2174.0,5246.66,0.0153,80.48,0.009533,5884.0,4.408,1.07,1.07,0.16,14.758,0.85107
K02757.01,CONFIRMED,234.635652,6.965,868.5,0.025,26.7,2.56,267.0,1.2,0.7097,89.99,0.026459,5422.0,4.481,0.885,0.867,0.0,14.607,6.32808
K02760.01,CONFIRMED,56.5732318,4.188,688.5,0.942,21.6,2.69,356.0,3.79,0.2633,88.76,0.031776,4701.0,4.54,0.775,0.758,0.24,14.889,0.48505
K02762.01,CONFIRMED,132.9955503,7.436,1275.4,0.703,29.3,2.51,241.0,0.8,0.4498,89.61,0.034912,4523.0,4.636,0.659,0.687,-0.1,15.028,1.19696
K02768.01,CONFIRMED,11.8288843,3.337,191.0,0.2658,9.1,1.18,730.0,67.13,0.1,89.38,0.012612,5653.0,4.551,0.857,0.952,-0.04,15.228,2.50636
K02768.02,CONFIRMED,14.7512034,1.25,261.1,0.8759,8.3,1.63,678.0,49.97,0.1159,88.81,0.017404,5653.0,4.551,0.857,0.952,-0.04,15.228,8.85148
K02778.01,CONFIRMED,2.21571296,1.8211,285.1,0.796,22.1,1.7,1283.0,638.56,0.0313,82.3,0.017229,5417.0,4.447,0.901,0.83,-0.08,15.392,0.81054
K02779.01,CONFIRMED,34.4585495,7.434,431.0,0.626,23.7,1.88,559.0,23.05,0.2039,88.74,0.019948,6161.0,4.545,0.862,0.95,-0.5,14.936,0.36979
K02780.01,CONFIRMED,3.35184041,1.9855,345.3,0.091,20.0,1.88,1294.0,661.69,0.0449,89.6,0.017094,6198.0,4.464,1.005,1.072,-0.16,15.526,3.76628
K02785.01,CONFIRMED,4.76831033,3.2363,251.8,0.191,35.4,1.78,1219.0,522.81,0.0568,89.03,0.014616,6237.0,4.374,1.116,1.069,-0.08,14.083,1.17951
K02786.01,CONFIRMED,44.616751,7.831,239.7,0.618,28.4,2.31,693.0,54.56,0.2638,88.99,0.014887,6763.0,4.22,1.424,1.235,-0.32,13.791,0.40915
K02789.01,CONFIRMED,3.40165617,1.9617,155.9,0.906,19.9,1.34,1236.0,552.42,0.044,81.42,0.013564,6177.0,4.516,0.906,0.982,-0.4,14.497,0.36733
K02790.01,CONFIRMED,14.00948631,3.399,169.9,0.268,22.6,0.98,617.0,34.32,0.104,89.5,0.011757,5153.0,4.551,0.767,0.763,-0.18,13.38,2.79544
K02791.01,CONFIRMED,27.5722144,5.256,296.3,0.562,20.0,1.94,636.0,38.62,0.1834,89.05,0.016268,5912.0,4.397,1.09,1.079,0.16,14.718,0.97237
K02792.01,CONFIRMED,2.12821621,3.146,25.9,0.098,22.1,0.7,1668.0,1831.55,0.0341,88.92,0.004636,5952.0,4.227,1.377,1.168,0.18,11.126,0.58726
K02793.01,CONFIRMED,4.49686066,1.7306,1932.5,0.018,37.0,1.93,535.0,19.34,0.0413,89.95,0.039901,3698.0,4.81,0.444,0.464,-0.2,16.283,8.23637
K02793.02,CONFIRMED,1.766789509,1.3345,1009.8,0.066,26.7,1.4,730.0,66.95,0.0222,89.64,0.028909,3698.0,4.81,0.444,0.464,-0.2,16.283,6.82182
K02798.01,CONFIRMED,0.916142298,1.1555,98.5,0.232,23.0,0.6,1212.0,507.47,0.0156,87.78,0.008995,4374.0,4.639,0.614,0.6,-0.34,14.107,4.81851
K02801.01,CONFIRMED,6.99205021,5.037,33.4,0.944,24.4,1.06,1194.0,479.87,0.0735,75.72,0.006619,6057.0,4.139,1.467,1.081,-0.06,10.787,0.02168
K02802.01,CONFIRMED,3.84822189,2.013,203.9,0.368,17.6,1.72,1283.0,641.53,0.0495,88.47,0.013198,5927.0,4.323,1.193,1.094,0.16,14.919,3.35787
K02803.01,CONFIRMED,2.37752442,2.307,32.1,0.256,15.9,0.53,1278.0,632.62,0.0351,88.09,0.005152,5615.0,4.505,0.936,1.022,0.24,12.258,1.51434
K02805.01,CONFIRMED,1.877878538,2.39,47.5,0.248,20.6,0.78,1701.0,1977.35,0.03,87.58,0.006379,6324.0,4.352,1.115,1.017,-0.28,13.295,1.09423
K02806.01,CONFIRMED,24.7543849,3.39,593.3,0.709,18.0,2.1,491.0,13.7,0.153,89.01,0.023886,4852.0,4.519,0.804,0.778,0.2,15.514,2.15857
K02812.01,CONFIRMED,76.6139446,10.22,498.7,0.851,28.6,2.61,466.0,11.12,0.3521,88.5,0.023228,6173.0,4.408,1.03,0.988,-0.28,14.357,0.11129
K02816.01,CONFIRMED,1.289590179,1.3541,286.0,0.401,18.9,1.38,1448.0,1040.23,0.0224,86.63,0.015625,5467.0,4.578,0.808,0.906,-0.08,15.471,3.61292
K02817.01,CONFIRMED,0.634003002,0.9207,316.9,0.367,21.0,1.35,1714.0,2030.16,0.0136,85.82,0.016444,5226.0,4.606,0.75,0.84,-0.16,15.76,5.99076
K02820.01,CONFIRMED,3.00912491,2.228,191.4,0.009,16.5,1.22,1177.0,452.27,0.041,89.95,0.012546,5713.0,4.541,0.893,1.01,0.07,15.273,2.39163
K02822.01,CONFIRMED,4.44589508,2.3816,441.4,0.704,20.9,1.94,1063.0,302.6,0.0521,86.18,0.020568,5918.0,4.544,0.865,0.956,-0.26,15.391,1.1311
K02827.01,CONFIRMED,7.06321927,2.411,207.2,0.56,12.6,1.21,827.0,110.22,0.0656,88.31,0.01355,5305.0,4.489,0.818,0.753,-0.26,14.572,2.56925
K02828.01,CONFIRMED,59.4969009,5.404,1262.1,0.406,23.2,2.92,369.0,4.36,0.2769,89.71,0.032075,4817.0,4.499,0.833,0.8,0.42,15.768,2.71881
K02829.01,CONFIRMED,10.61345333,0.9829,150.2,0.535,20.0,1.77,987.0,224.63,0.0953,89.57,0.011648,5865.0,4.163,1.388,1.023,0.0,12.824,59.71227
K02830.01,CONFIRMED,40.5289885,10.604,360.7,0.325,35.3,5.92,933.0,178.81,0.2866,89.34,0.017565,6443.0,3.74,3.086,1.907,0.56,13.913,0.25729
K02832.01,CONFIRMED,3.57551429,2.364,92.8,0.462,16.6,0.89,1061.0,299.19,0.0431,87.45,0.008876,5213.0,4.434,0.917,0.832,0.14,13.93,1.65693
K02834.01,CONFIRMED,136.205112,5.568,1209.3,0.49,20.0,2.35,248.0,0.89,0.4626,89.83,0.031899,4648.0,4.631,0.675,0.711,-0.1,15.839,4.98007
K02835.01,CONFIRMED,6.30922043,1.3251,691.2,0.118,22.5,1.37,606.0,31.73,0.054,89.82,0.023605,4380.0,4.71,0.53,0.524,-0.92,15.906,24.04952
K02836.01,CONFIRMED,2.94194296,2.056,278.0,0.03,18.2,1.22,988.0,225.15,0.0363,89.85,0.01479,4901.0,4.544,0.758,0.733,-0.06,15.29,2.99216
K02837.01,CONFIRMED,13.32191461,6.213,133.5,0.784,24.3,2.88,1299.0,672.06,0.1284,85.72,0.011586,6995.0,3.925,2.274,1.584,-0.12,13.228,0.12368
K02838.01,CONFIRMED,7.69994466,4.432,70.9,0.018,17.4,0.92,969.0,208.61,0.075,89.92,0.007635,5727.0,4.328,1.104,0.946,0.0,13.421,0.76505
K02838.02,CONFIRMED,4.77466043,3.804,54.3,0.03,15.5,0.81,1137.0,395.06,0.0545,89.82,0.006682,5727.0,4.328,1.104,0.946,0.0,13.421,0.74965
K02839.01,CONFIRMED,2.164570593,1.2862,525.1,0.338,19.8,1.27,783.0,88.91,0.0273,88.44,0.02106,3941.0,4.713,0.554,0.578,-0.04,15.877,7.7069
K02841.01,CONFIRMED,159.388788,8.432,1033.0,0.109,17.3,2.73,289.0,1.65,0.5368,89.96,0.028604,5135.0,4.464,0.874,0.812,0.12,15.822,2.3989
K02842.01,CONFIRMED,1.565412613,0.7572,2754.6,0.003,48.6,1.73,648.0,41.85,0.0182,89.99,0.048437,3464.0,4.923,0.328,0.328,-0.14,16.257,35.12423
K02842.02,CONFIRMED,5.14892346,0.9613,2355.0,0.719,25.4,1.72,436.0,8.54,0.0403,88.68,0.048149,3464.0,4.923,0.328,0.328,-0.14,16.257,21.7424
K02842.03,CONFIRMED,3.036208739,0.9324,1820.5,0.111,26.0,1.4,520.0,17.31,0.0283,89.75,0.039143,3464.0,4.923,0.328,0.328,-0.14,16.257,34.87047
K02845.01,CONFIRMED,1.574090323,1.5796,224.9,0.071,17.7,0.93,998.0,234.92,0.0236,89.48,0.013129,4313.0,4.662,0.65,0.731,0.36,15.571,3.50756
K02848.01,CONFIRMED,13.7872627,5.747,75.1,0.921,23.9,1.55,894.0,150.64,0.1151,83.09,0.009753,5691.0,4.139,1.458,1.068,0.26,12.458,0.04456
K02849.01,CONFIRMED,5.95958637,2.899,133.1,0.26,16.1,1.02,897.0,153.48,0.0646,89.03,0.010427,5452.0,4.535,0.9,1.012,0.36,14.52,1.92585
K02851.01,CONFIRMED,3.42064689,1.767,356.8,0.92,13.9,2.27,1129.0,382.68,0.0426,82.03,0.021524,5370.0,4.411,0.966,0.877,0.14,15.472,0.47172
K02852.01,CONFIRMED,0.675650404,1.8261,200.7,0.03,22.4,1.36,2085.0,4473.06,0.0153,89.41,0.012949,5966.0,4.493,0.961,1.049,-0.02,15.892,1.03448
K02856.01,CONFIRMED,25.8730914,5.085,694.4,0.196,20.1,2.88,667.0,46.82,0.1741,89.71,0.024151,6036.0,4.382,1.093,1.048,0.02,15.323,1.68678
K02857.01,CONFIRMED,20.2642023,4.664,185.3,0.914,19.9,2.12,770.0,82.92,0.1495,86.42,0.015063,5937.0,4.251,1.291,1.084,0.1,13.701,0.14522
K02857.02,CONFIRMED,7.44136102,4.554,79.7,0.862,14.2,1.33,1075.0,315.02,0.0767,82.53,0.009401,5937.0,4.251,1.291,1.084,0.1,13.701,0.09956
K02859.01,CONFIRMED,3.4462125,2.101,83.5,0.704,15.6,0.7,1015.0,251.24,0.0393,85.56,0.008944,5374.0,4.555,0.721,0.68,-0.68,13.851,1.19812
K02859.02,CONFIRMED,2.005414293,1.934,59.5,0.874,13.9,0.65,1216.0,516.85,0.0274,77.66,0.008216,5374.0,4.555,0.721,0.68,-0.68,13.851,0.32148
K02860.01,CONFIRMED,103.4269873,5.03,950.1,0.013,17.8,3.16,416.0,7.08,0.4438,90.0,0.028295,6208.0,4.454,1.024,1.086,-0.12,15.549,7.44965
K02865.01,CONFIRMED,1.311558909,1.919,141.3,0.218,17.2,1.15,1655.0,1776.99,0.024,87.6,0.010897,5926.0,4.501,0.963,1.072,0.07,15.371,1.53669
K02866.01,CONFIRMED,1.291233083,1.855,66.0,0.2,15.9,0.89,1887.0,2993.7,0.0242,87.84,0.007518,6384.0,4.419,1.086,1.129,-0.16,14.135,1.67516
K02868.01,CONFIRMED,10.65275054,2.684,740.7,0.051,17.5,2.2,737.0,69.81,0.0918,89.91,0.024669,5602.0,4.571,0.817,0.913,-0.16,15.97,4.98044
K02869.01,CONFIRMED,3.30040818,4.462,98.8,0.008,19.3,1.43,1543.0,1341.9,0.0471,89.92,0.009123,6333.0,4.229,1.438,1.279,0.16,13.749,0.32701
K02871.01,CONFIRMED,12.0999065,3.558,165.5,0.14,15.1,1.39,807.0,100.37,0.1011,89.69,0.011614,5553.0,4.33,1.098,0.941,0.16,14.754,2.28077
K02871.02,CONFIRMED,5.36375016,2.94,114.3,0.008,14.4,1.15,1059.0,296.73,0.0588,89.97,0.00963,5553.0,4.33,1.098,0.941,0.16,14.754,1.83604
K02877.01,CONFIRMED,5.30873978,3.018,127.5,0.173,16.7,1.08,1042.0,279.21,0.0598,89.26,0.010322,5914.0,4.483,0.955,1.011,-0.06,14.699,1.61153
K02878.01,CONFIRMED,3.89524296,1.689,189.0,0.224,16.2,1.13,956.0,197.66,0.0449,89.26,0.012309,5018.0,4.492,0.838,0.795,0.14,14.756,6.56781
K02880.01,CONFIRMED,0.740926358,1.0163,195.5,0.202,20.0,1.22,1873.0,2909.21,0.0153,87.91,0.012828,5618.0,4.494,0.874,0.87,-0.18,15.918,5.92553
K02883.01,CONFIRMED,11.95401876,2.656,855.9,0.744,19.3,2.1,525.0,17.92,0.0885,88.26,0.029175,4359.0,4.611,0.659,0.648,-0.06,15.911,1.94132
K02886.01,CONFIRMED,0.88184263,1.3117,249.9,0.454,21.2,1.24,1564.0,1419.46,0.0171,84.47,0.014657,5268.0,4.594,0.776,0.871,-0.06,15.919,2.5447
K02890.01,CONFIRMED,8.98826122,4.96,160.8,0.92,14.5,1.39,864.0,131.92,0.0845,81.14,0.014058,5984.0,4.521,0.906,0.993,-0.2,15.257,0.04995
K02894.01,CONFIRMED,10.3108232,5.617,204.0,0.129,14.0,1.27,786.0,90.1,0.0917,89.47,0.012975,5708.0,4.521,0.893,0.967,-0.02,15.619,0.49888
K02898.01,CONFIRMED,25.384175,3.576,594.0,0.245,15.8,2.44,649.0,42.01,0.1728,89.74,0.022465,6137.0,4.471,0.994,1.067,-0.12,15.535,4.58247
K02904.01,CONFIRMED,16.3583482,9.858,116.4,0.887,30.0,2.23,959.0,200.1,0.1404,81.83,0.011577,6133.0,4.084,1.765,1.377,0.36,12.683,0.01719
K02906.01,CONFIRMED,13.9093544,6.765,86.8,0.132,15.6,1.33,928.0,175.14,0.1179,89.52,0.008521,6052.0,4.183,1.424,1.128,0.08,13.716,0.37945
K02910.01,CONFIRMED,15.3626052,3.736,468.3,0.25,19.7,1.8,608.0,32.23,0.1126,89.54,0.019326,5011.0,4.484,0.851,0.806,0.2,15.384,2.40021
K02913.01,CONFIRMED,2.88878583,2.977,40.9,0.242,17.2,0.84,1423.0,969.05,0.0415,88.09,0.005802,5696.0,4.247,1.331,1.139,0.44,12.858,0.86888
K02919.01,CONFIRMED,2.522590567,1.406,210.2,1.261,18.5,25.82,1205.0,499.07,0.036,63.8,0.274887,5591.0,4.559,0.86,0.977,0.07,14.816,0.06929
K02920.01,CONFIRMED,6.73968289,4.183,142.0,0.662,15.4,1.48,1011.0,246.9,0.068,85.98,0.011491,5511.0,4.261,1.176,0.92,0.14,14.455,0.35113
K02924.01,CONFIRMED,2.279523364,1.6202,126.8,0.033,16.7,0.87,1123.0,374.78,0.031,89.83,0.010043,5017.0,4.516,0.797,0.76,-0.02,14.589,4.67079
K02926.01,CONFIRMED,12.2854718,2.996,1617.1,0.291,23.8,2.21,434.0,8.39,0.0882,89.46,0.035947,3891.0,4.718,0.564,0.605,0.21,16.279,3.78957
K02926.02,CONFIRMED,5.53609368,2.2942,1223.3,0.791,22.6,2.2,566.0,24.23,0.0519,86.33,0.035793,3891.0,4.718,0.564,0.605,0.21,16.279,1.16751
K02926.03,CONFIRMED,20.9569985,3.493,1917.9,0.112,22.7,2.38,363.0,4.11,0.126,89.86,0.038688,3891.0,4.718,0.564,0.605,0.21,16.279,4.56644
K02926.04,CONFIRMED,37.6333868,4.49,1661.7,0.338,18.6,2.25,299.0,1.88,0.1861,89.69,0.03659,3891.0,4.718,0.564,0.605,0.21,16.279,3.3011
K02931.01,CONFIRMED,99.2532336,7.208,538.0,0.947,20.5,2.17,300.0,1.93,0.3869,88.71,0.027854,5010.0,4.623,0.715,0.798,-0.16,14.699,0.1428
K02936.01,CONFIRMED,6.4802138,3.27,142.0,0.725,13.7,1.26,934.0,180.05,0.0662,86.12,0.011743,5496.0,4.417,0.983,0.92,0.14,14.421,0.5535
K02942.02,CONFIRMED,24.2758992,4.59,702.2,0.441,17.0,2.25,580.0,26.68,0.16,89.32,0.024621,5745.0,4.559,0.837,0.928,-0.2,15.48,1.67687
K02943.01,CONFIRMED,54.4099612,9.314,193.0,0.157,20.8,1.56,513.0,16.35,0.2768,89.8,0.012628,5746.0,4.309,1.133,0.954,0.0,13.852,0.56867
K02945.01,CONFIRMED,19.94752741,1.756,861.3,0.094,16.0,2.52,625.0,36.14,0.1421,89.94,0.026742,5749.0,4.547,0.864,0.961,-0.1,15.999,33.2308
K02946.01,CONFIRMED,15.1408916,4.359,476.8,0.136,20.1,1.93,714.0,61.42,0.1189,89.71,0.019976,5926.0,4.532,0.887,0.978,-0.2,15.679,1.59423
K02948.01,CONFIRMED,11.39169531,5.0,51.0,0.849,19.0,1.02,886.0,145.67,0.0956,84.87,0.007494,5557.0,4.198,1.249,0.897,0.0,11.926,0.12472
K02951.01,CONFIRMED,2.44358543,1.852,59.1,0.258,11.9,0.67,1249.0,574.37,0.0337,88.5,0.007015,5561.0,4.486,0.873,0.85,-0.18,13.348,3.0114
K02956.01,CONFIRMED,3.93766786,4.655,24.3,0.226,16.8,1.36,1947.0,3388.82,0.0555,87.96,0.004548,6277.0,3.728,2.741,1.465,-0.06,11.801,0.31319
K02961.01,CONFIRMED,3.7847507,2.924,33.5,0.021,12.2,0.7,1311.0,699.15,0.0494,89.88,0.00528,6017.0,4.326,1.206,1.126,0.14,12.581,1.30294
K02963.01,CONFIRMED,18.2206024,5.109,201.8,0.125,19.7,1.78,786.0,90.43,0.1406,89.74,0.012951,5951.0,4.283,1.262,1.117,0.14,14.544,1.17086
K02964.01,CONFIRMED,47.4497134,10.675,206.4,0.016,16.9,1.61,551.0,21.82,0.2602,89.97,0.013113,6007.0,4.353,1.126,1.042,0.0,14.089,0.34208
K02967.01,CONFIRMED,37.3033197,7.793,551.7,0.908,19.5,2.31,493.0,14.0,0.2082,87.03,0.025857,5646.0,4.55,0.817,0.864,-0.28,15.527,0.07304
K02970.01,CONFIRMED,4.82051088,3.588,40.9,0.922,14.8,1.08,1328.0,735.25,0.0563,77.54,0.00709,6046.0,4.158,1.396,1.024,-0.16,12.861,0.06351
K02977.01,CONFIRMED,2.7881793,3.397,55.8,0.058,17.7,1.02,1510.0,1228.07,0.0392,89.47,0.006774,5758.0,4.168,1.385,1.029,0.12,13.71,0.6169
K02977.02,CONFIRMED,4.13827684,3.449,63.8,0.499,16.8,1.13,1324.0,725.53,0.051,86.45,0.007466,5758.0,4.168,1.385,1.029,0.12,13.71,0.57705
K02980.01,CONFIRMED,1.638652525,1.952,166.9,0.365,16.4,1.29,1610.0,1585.07,0.0276,86.56,0.012008,6119.0,4.472,0.981,1.039,-0.16,15.49,1.59008
K02981.01,CONFIRMED,9.06687613,3.381,367.2,0.928,14.6,1.9,725.0,65.52,0.0771,83.96,0.022102,5142.0,4.515,0.789,0.745,-0.18,15.737,0.15776
K02982.01,CONFIRMED,4.0223109,0.853,227.8,0.741,11.0,1.37,1017.0,253.28,0.0473,88.3,0.015181,5516.0,4.544,0.827,0.873,-0.14,14.264,18.26995
K02989.01,CONFIRMED,6.33125228,2.688,306.6,0.094,16.2,1.31,822.0,108.04,0.0633,89.7,0.015805,5383.0,4.603,0.759,0.851,-0.22,15.411,2.84913
K02990.01,CONFIRMED,11.20058855,4.562,219.9,0.956,19.2,1.7,808.0,100.91,0.0975,81.71,0.017306,6038.0,4.524,0.898,0.982,-0.28,14.982,0.04383
K02994.01,CONFIRMED,2.03387483,3.097,73.6,0.238,15.7,1.6,1789.0,2422.92,0.0322,87.24,0.007727,5282.0,3.913,1.899,1.075,0.16,14.621,0.55506
K02995.01,CONFIRMED,5.19492747,3.167,272.9,0.093,16.5,2.03,1238.0,554.37,0.064,89.58,0.015196,6415.0,4.374,1.224,1.293,0.21,15.598,1.43034
K02996.01,CONFIRMED,15.9314412,2.435,556.7,0.604,14.8,1.77,596.0,29.83,0.1143,89.16,0.022469,5380.0,4.616,0.721,0.786,-0.4,15.688,5.22683
K02998.01,CONFIRMED,28.227413,5.782,1113.4,0.025,25.3,2.82,565.0,24.03,0.1778,89.96,0.030469,5858.0,4.553,0.849,0.94,-0.26,15.873,1.34675
K03002.01,CONFIRMED,11.62904159,2.97,88.0,0.925,13.7,1.31,854.0,125.89,0.0987,85.67,0.010571,5721.0,4.307,1.131,0.945,0.0,13.256,0.25649
K03004.01,CONFIRMED,20.0708757,6.354,405.7,0.643,12.8,3.2,826.0,110.19,0.1502,88.07,0.019355,5902.0,4.128,1.513,1.12,0.16,14.935,0.32782
K03008.01,CONFIRMED,2.99792926,4.398,45.4,0.403,16.0,1.12,1616.0,1611.51,0.0425,85.24,0.006238,5888.0,4.061,1.645,1.136,0.14,12.003,0.23993
K03009.01,CONFIRMED,0.764863517,1.16,150.2,0.235,13.6,1.04,1733.0,2145.14,0.0152,87.31,0.011108,5231.0,4.476,0.86,0.808,0.0,15.168,4.02372
K03010.01,CONFIRMED,60.8660974,4.397,714.3,0.004,15.4,1.39,244.0,0.84,0.2465,90.0,0.024307,3808.0,4.734,0.522,0.539,-0.02,15.757,6.48899
K03014.01,CONFIRMED,86.1160885,6.058,875.2,0.016,17.8,3.11,441.0,8.93,0.4001,89.99,0.027076,6161.0,4.454,1.053,1.15,0.07,15.831,3.53765
K03015.01,CONFIRMED,3.61460332,3.227,43.9,0.026,15.4,0.9,1397.0,900.38,0.0461,89.83,0.006019,5799.0,4.161,1.375,0.999,0.0,13.219,0.92877
K03019.01,CONFIRMED,4.17939037,2.647,172.8,0.317,16.1,1.52,1194.0,478.98,0.0504,88.44,0.012013,5633.0,4.296,1.162,0.973,0.16,14.927,1.69464
K03022.01,CONFIRMED,2.76263737,1.821,185.0,0.46,14.1,1.25,1231.0,544.05,0.0385,87.48,0.012679,5772.0,4.528,0.901,0.999,0.0,15.4,2.85231
K03022.02,CONFIRMED,5.05368985,2.514,171.5,0.53,11.5,1.21,1007.0,243.06,0.0576,87.71,0.012312,5772.0,4.528,0.901,0.999,0.0,15.4,1.72975
K03025.01,CONFIRMED,13.1829329,3.594,518.0,0.016,13.8,1.84,661.0,45.19,0.1066,89.97,0.020402,5382.0,4.571,0.827,0.928,0.1,16.239,2.54545
K03026.01,CONFIRMED,3.51575492,1.381,237.4,0.061,15.2,1.35,1033.0,269.57,0.0426,89.82,0.013745,5094.0,4.45,0.901,0.833,0.26,14.897,11.69115
K03027.01,CONFIRMED,6.07032548,1.341,311.6,0.454,11.9,1.36,789.0,91.45,0.0615,89.17,0.016287,5076.0,4.598,0.763,0.86,0.1,15.489,15.96325
K03032.01,CONFIRMED,0.636424848,0.947,217.9,0.319,18.1,1.31,1846.0,2754.93,0.0144,86.33,0.013529,5343.0,4.538,0.885,0.988,0.44,15.744,5.77265
K03038.01,CONFIRMED,1.4951513,3.43,52.0,0.974,14.2,1.44,1870.0,2880.38,0.0257,42.38,0.009063,5635.0,4.117,1.452,1.008,0.14,14.22,0.01941
K03039.01,CONFIRMED,20.3504704,7.225,101.8,0.192,16.6,1.01,695.0,55.07,0.1431,89.48,0.009254,5952.0,4.41,1.002,0.942,-0.24,13.914,0.44314
K03045.01,CONFIRMED,44.8702042,4.199,636.1,0.436,16.4,2.56,536.0,19.5,0.2529,89.67,0.023536,6122.0,4.471,0.996,1.07,-0.1,15.755,4.06187
K03048.01,CONFIRMED,4.73292061,1.746,151.6,0.121,15.5,0.97,957.0,198.57,0.0529,89.67,0.011209,5595.0,4.581,0.796,0.89,-0.24,14.651,7.59593
K03049.01,CONFIRMED,22.4765952,3.437,481.4,0.176,13.3,1.21,419.0,7.27,0.131,89.8,0.019619,4563.0,4.704,0.567,0.592,-0.7,15.037,4.73166
K03052.02,CONFIRMED,15.6112238,3.873,113.5,0.468,15.7,0.91,637.0,38.99,0.1169,89.03,0.009854,5383.0,4.528,0.842,0.874,0.0,13.573,1.62557
K03053.01,CONFIRMED,42.5217006,5.723,685.6,0.495,14.7,2.45,510.0,15.97,0.2391,89.44,0.024534,5911.0,4.519,0.914,1.006,-0.1,15.761,1.38123
K03056.01,CONFIRMED,6.69958851,2.831,253.7,0.0,13.6,1.24,806.0,99.83,0.0671,90.0,0.01426,5296.0,4.586,0.799,0.901,0.07,15.883,2.60281
K03057.01,CONFIRMED,29.72722,3.45,1010.2,0.744,19.4,3.02,557.0,22.7,0.1862,89.09,0.031506,5815.0,4.54,0.877,0.973,-0.12,15.855,2.23101
K03057.02,CONFIRMED,10.61368712,3.498,559.8,0.024,18.9,2.06,785.0,89.65,0.0937,89.94,0.021552,5815.0,4.54,0.877,0.973,-0.12,15.855,2.22952
K03060.01,CONFIRMED,6.9131732,4.73,39.1,0.264,12.5,0.91,1209.0,505.0,0.0762,88.6,0.005778,6296.0,4.21,1.444,1.233,0.07,12.788,0.50615
K03061.01,CONFIRMED,7.32851947,1.211,277.8,0.983,14.0,2.33,807.0,100.13,0.0689,85.76,0.024449,5135.0,4.464,0.874,0.812,0.12,14.316,0.83126
K03063.01,CONFIRMED,18.6052046,6.829,242.5,0.093,13.1,1.94,833.0,113.88,0.1499,89.75,0.014369,6572.0,4.365,1.238,1.298,0.07,15.665,0.50829
K03066.01,CONFIRMED,24.2204192,3.271,806.3,0.032,14.0,2.1,505.0,15.43,0.1546,89.97,0.025317,5165.0,4.599,0.761,0.859,0.02,15.911,6.28471
K03071.01,CONFIRMED,23.9553986,3.204,228.7,0.669,13.9,2.84,741.0,71.16,0.1586,89.12,0.014603,5011.0,3.903,1.781,0.926,0.07,14.553,2.72288
K03075.01,CONFIRMED,4.76559056,2.2,67.5,0.14,15.2,0.92,1167.0,439.42,0.0522,89.51,0.007495,5702.0,4.258,1.125,0.837,-0.28,12.994,3.75634
K03077.01,CONFIRMED,4.09578199,1.704,405.5,0.752,11.9,1.64,851.0,124.3,0.0457,86.6,0.020221,4791.0,4.577,0.742,0.759,0.07,15.958,2.29926
K03078.01,CONFIRMED,2.98618134,2.969,122.9,0.249,12.0,1.16,1356.0,798.35,0.042,88.11,0.010222,6173.0,4.447,1.041,1.104,-0.04,15.33,0.91284
K03088.01,CONFIRMED,3.48412874,1.422,161.6,0.106,13.3,1.16,1132.0,389.41,0.0453,89.68,0.011556,5696.0,4.519,0.921,1.022,0.14,14.953,10.4217
K03090.01,CONFIRMED,3.82223397,1.924,362.7,0.725,15.9,1.05,601.0,30.84,0.0385,86.19,0.018736,3729.0,4.733,0.514,0.52,0.06,15.665,1.67701
K03091.01,CONFIRMED,17.067644,6.026,262.4,0.106,13.5,1.62,769.0,82.56,0.1321,89.72,0.01494,6347.0,4.464,0.996,1.053,-0.34,15.372,0.67733
K03093.01,CONFIRMED,29.6099055,7.433,120.1,0.984,14.3,1.74,629.0,37.12,0.1861,82.54,0.014184,5812.0,4.329,1.122,0.977,0.0,13.619,0.00937
K03094.01,CONFIRMED,4.5770016,0.949,710.0,0.327,18.0,1.33,567.0,24.38,0.0436,89.48,0.024527,3805.0,4.767,0.497,0.526,-0.1,15.737,41.37983
K03095.01,CONFIRMED,3.42390809,1.773,153.1,0.213,13.1,1.25,1212.0,508.75,0.0451,89.16,0.011291,5788.0,4.442,1.015,1.038,0.16,15.067,5.01632
K03096.01,CONFIRMED,14.4540329,7.183,79.7,0.522,17.2,0.72,676.0,49.51,0.1038,87.74,0.008382,5559.0,4.496,0.79,0.714,-0.64,13.572,0.21194
K03097.01,CONFIRMED,11.9216035,5.009,43.2,0.929,15.1,0.87,851.0,123.89,0.1049,82.51,0.007395,6006.0,4.403,1.082,1.081,0.07,11.973,0.04831
K03097.02,CONFIRMED,6.80257947,4.608,32.7,0.889,14.7,0.73,1026.0,262.26,0.0721,80.51,0.006153,6006.0,4.403,1.082,1.081,0.07,11.973,0.06403
K03097.03,CONFIRMED,8.70312154,4.807,32.0,0.886,13.0,0.72,945.0,188.7,0.085,82.35,0.006066,6006.0,4.403,1.082,1.081,0.07,11.973,0.07354
K03101.01,CONFIRMED,14.2563272,4.796,206.1,0.894,14.3,1.73,797.0,95.22,0.1187,85.33,0.015463,6140.0,4.455,1.027,1.094,-0.04,15.192,0.12299
